seconds,data
58.435,-60.7928466796875
58.514,-59.23828125
58.637,-60.523681640625
58.691,-63.182373046875
58.803,-67.6318359375
58.909,-67.8955078125
59.034,-68.0108642578125
59.112,-67.0220947265625
59.242,-67.510986328125
59.322,-65.5224609375
59.445,-66.6375732421875
59.495,-69.5269775390625
59.619,-65.41259765625
59.707,-66.3079833984375
59.835,-67.6043701171875
59.916,-65.5718994140625
60.044,-64.4842529296875
60.098,-64.478759765625
60.228,-67.7471923828125
60.318,-66.8243408203125
60.427,-65.775146484375
60.518,-66.46728515625
60.647,-64.588623046875
60.741,-65.0775146484375
60.859,-65.01708984375
60.919,-68.0438232421875
61.037,-70.7904052734375
61.117,-69.4610595703125
61.231,-69.7247314453125
61.334,-68.70849609375
61.457,-66.9012451171875
61.507,-67.5274658203125
61.632,-67.994384765625
61.717,-64.368896484375
61.835,-64.4183349609375
61.926,-66.181640625
62.054,-65.0885009765625
62.141,-64.8358154296875
62.264,-65.23681640625
62.328,-66.6815185546875
62.437,-63.1439208984375
62.52,-65.1324462890625
62.648,-66.6650390625
62.729,-66.060791015625
62.854,-67.1209716796875
62.92,-68.5546875
63.042,-67.5823974609375
63.14,-66.7529296875
63.242,-66.4947509765625
63.343,-66.170654296875
63.459,-64.127197265625
63.549,-64.720458984375
63.668,-63.2427978515625
63.736,-65.14892578125
63.857,-65.32470703125
63.948,-66.3739013671875
64.064,-66.46728515625
64.16,-67.950439453125
64.267,-69.6917724609375
64.331,-67.5933837890625
64.452,-64.3634033203125
64.547,-64.44580078125
64.664,-64.9456787109375
64.751,-65.3411865234375
64.875,-67.5164794921875
64.96,-67.5494384765625
65.077,-66.785888671875
65.147,-67.7032470703125
65.269,-67.9779052734375
65.356,-65.577392578125
65.475,-64.3194580078125
65.569,-69.1424560546875
65.682,-68.0438232421875
65.738,-66.708984375
65.865,-64.6490478515625
65.945,-64.3194580078125
66.074,-65.841064453125
66.164,-67.6263427734375
66.288,-67.87353515625
66.374,-68.1207275390625
66.519,-65.7696533203125
66.553,-63.577880859375
66.678,-64.3743896484375
66.764,-65.56640625
66.891,-66.4837646484375
66.971,-64.588623046875
67.104,-66.796875
67.151,-64.1326904296875
67.276,-67.74169921875
67.362,-67.236328125
67.478,-66.983642578125
67.566,-66.9671630859375
67.692,-65.7147216796875
67.779,-64.66552734375
67.907,-65.489501953125
67.953,-66.763916015625
68.077,-64.8797607421875
68.179,-64.0997314453125
68.299,-65.753173828125
68.385,-69.345703125
68.507,-65.819091796875
68.556,-65.2752685546875
68.686,-62.7484130859375
68.773,-63.17138671875
68.894,-65.1324462890625
68.98,-64.5721435546875
69.095,-64.9017333984375
69.154,-66.741943359375
69.312,-67.9833984375
69.365,-66.1761474609375
69.481,-65.269775390625
69.578,-62.9736328125
69.706,-62.99560546875
69.791,-63.380126953125
69.906,-66.3958740234375
69.977,-66.280517578125
70.08,-65.6378173828125
70.181,-67.774658203125
70.301,-66.500244140625
70.388,-64.8358154296875
70.511,-61.1773681640625
70.566,-61.182861328125
70.723,-61.644287109375
70.785,-63.380126953125
70.89,-63.775634765625
70.989,-68.148193359375
71.114,-64.3963623046875
71.204,-61.5234375
71.32,-61.754150390625
71.376,-63.577880859375
71.508,-61.7596435546875
71.601,-64.720458984375
71.712,-65.1763916015625
71.805,-65.3466796875
71.917,-64.984130859375
71.986,-67.6702880859375
72.12,-65.181884765625
72.2,-65.3851318359375
72.314,-64.1986083984375
72.406,-62.852783203125
72.528,-63.841552734375
72.613,-64.786376953125
72.719,-64.6051025390625
72.79,-65.2423095703125
72.911,-64.3414306640625
73.006,-66.2091064453125
